JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Contract Business Systems Analyst,Intelliware Development Inc.,Remote,,5 days ago,"Applying knowledge of systems and technology to enhance solutions and manage data quality.
Hands-on experience working with SQL databases (i.e., performing…",https://ca.indeed.com/rc/clk?jk=1bcc902102368227&fccid=b34ef7bde653d6e5&vjs=3
Data Conversion Analyst Senior,Gallagher,"Toronto, ON",,4 days ago,"Primarily focused on mapping data from one system to another, role function involves run in data activities associated with the running, planning and…",https://ca.indeed.com/rc/clk?jk=94b61187b4a5c99c&fccid=34339113b7d1ef4f&vjs=3
Business Intelligence Data Strategist 3155800,Morgan Stanley,"Montréal, QC",,30+ days ago,"Experience in setting up data pipelines, processing data with complex analytics and ensuring data integrity.
Architect data flows, build out data pipelines and…",https://ca.indeed.com/rc/clk?jk=7b9079f4909cdae4&fccid=0c39fb2c91742dcf&vjs=3
DATA ANALYST,Lu'ma Native Housing Society,"Vancouver, BC","$73,068 a year",2 days ago,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement data collection systems, data analytics and other…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDWtwXIChqk3T6l3zs0u7GGQ8aoajbhAgkFR7l_0anlOHhOgdqjhJ3zqYHMR-wimPYwKhTKkbNdIMJHa2Jj8ZMzaITAfF-Oj91iwunyQoiwcGk2SP0DHZJdOPMFiBSeSOrSX1Ovw7F8Zm-nXFlHKX1eyqZJevC_Q_ZoEHhKQwMuTt-YiJt9IXHdfGZQvh0Rz2sV3-YaEeXdEMzBYgS9-ntek-w7cQVMOQrC1lMDrcdj_uWfnWyGRU8KnwwiWVDQT04ND-quiFVZLy-bD1KVdZMxiyevGg6WPshLnUmlMkVbawfXFjB3L67BRlclhp95YJyrEM3JS9dEILJ_q8crw512x0oZ_12fFxGzbuWvdDII-sRGNrd3Ma6hHjuR0k50gr_QemMzclR5EbfadppNNNr8OAedMqfJcBaX0gXf_Qw6qEx4kgFme4awA_CxjPHhWLALP0ZGJPJwg==&p=5&fvj=1&vjs=3
Data Analyst,BC College of Nursing & Midwives,"Vancouver, BC",,18 days ago,"Implements controls on the lifecycle management of data including, data preparation, data analysis, data modelling, and data evaluation.",https://ca.indeed.com/company/BC-College-of-Nursing-&-Midwives/jobs/Data-Analyst-ab0c57572dce5378?fccid=88ee0ddcc392795b&vjs=3
database analyst,Wheel King Transhaul Inc,"Milton, ON",$38.46 an hour,12 days ago,"Operate database management systems to analyze data.
Design, construct, modify, implement and test data models and database management systems.",https://ca.indeed.com/rc/clk?jk=1312f6f1bbdd1b66&fccid=c23cda1e393e3810&vjs=3
MARKETING ANALYST,Pizza Pizza,Canada,,2 days ago,"3+ years proven work experience in a marketing-focused data analytics role.
Knowledge of technical data tools and methods, including data engineering,…",https://ca.indeed.com/rc/clk?jk=c9ff58403bad6c13&fccid=c81c5f819c558b6b&vjs=3
"Investor Relations Analyst, ESG & Data",opentext,Remote,,15 days ago,"Support the data gathering, organizing, and analysis of data to support strategic initiatives.
Track and ensure that OpenText’s public data is properly…",https://ca.indeed.com/rc/clk?jk=82ac0cba2617ad40&fccid=c908408e676247d6&vjs=3
Senior Business Analyst,Fraser Health,"Surrey, BC",,9 days ago,"Engage in multiple initiatives and will be responsible for project planning, business requirements gathering, data analysis and supporting the execution of…",https://ca.indeed.com/rc/clk?jk=c3aaaafe0d872b39&fccid=7b6e906d0289e400&vjs=3
Data Analyst,Activation Laboratories Ltd.,"Ancaster, ON",,6 days ago,"Strong skills in analytical chemistry and excel.
Strong computer skills, must be well versed in excel.
Day shift, full time, overtime and or/week-end may be…",https://ca.indeed.com/company/Activation-Laaboratories-Ltd./jobs/Data-Analyst-8cc9e6a3411f5b68?fccid=bab1c4f89030049a&vjs=3
ADMN O 18R - Timber Pricing Analyst Interior,BC Public Service,"Victoria, BC",,4 days ago,"Experience with relational databases, table structures, data types and query languages.
Experience with Oracle and SQL databases, table structures, data types…",https://ca.indeed.com/rc/clk?jk=1473e099d4141c50&fccid=65dd05622a756445&vjs=3
IT (information technology) business analyst,HEROISTIC SOFTWARE CONSULTING GROUP LTD.,"Surrey, BC",$38.50 an hour,30+ days ago,"Utilizing IT data for business insights.
Analyzing data to inform business decisions.
Running A/B tests and analyzing data.
Job Type: Full Time, Permanent.",https://ca.indeed.com/rc/clk?jk=a118ab1b6e12e6e5&fccid=58fc7508ba1de7d2&vjs=3
artificial intelligence analyst,Primco,"Calgary, AB",$45 an hour,1 day ago,"Mapping and data visualization software.
Assess physical and technical security risks to data, software and hardware.
Conduct business and technical studies.",https://ca.indeed.com/rc/clk?jk=1d04dbd5026d5b40&fccid=02f7cb9b8c967c7a&vjs=3
Music Data Analyst,Warner Music Group,"Toronto, ON",,10 days ago,"Dig through multiple data tools and data sets to draw conclusions based on marketing plans.
Experience analysing music industry data (including streaming, and…",https://ca.indeed.com/rc/clk?jk=4d25d54c553528bf&fccid=5c9de1aedf73e3b6&vjs=3
Business Intelligence Analyst,PHSA,"Burnaby, BC",,18 days ago,"Leads the analysis, design, and documentation of multi-dimensional data cubes, ETLs, BI reports, and interfaces to support the surveillance, health monitoring,…",https://ca.indeed.com/rc/clk?jk=7eb758b08d7e8a8c&fccid=f66f721a44de3765&vjs=3
"Senior Analyst, Data Visualization and Analytics",Centennial College,"Scarborough, ON",$41.03 - $47.58 an hour,3 days ago,"The successful candidate will work collaboratively with staff across departments to clearly communicate research findings through dashboards, data…",https://ca.indeed.com/rc/clk?jk=37bedb9198aceb37&fccid=db8fabdbaed256a6&vjs=3
Senior Business Applications Analyst,Township of Langley,"Langley, BC",$43.90 - $51.87 an hour,10 days ago,Conduct product and market research to maintain up-to-date knowledge of developments in the information technology industry.,https://ca.indeed.com/rc/clk?jk=8000c436c680f0f2&fccid=1700051688b1954c&vjs=3
"Data Analyst - Manager, Policy & Programs",Impact Recruitment,"Abbotsford, BC","$75,000 - $85,000 a year",30+ days ago,"Gathers data from various sources, analyzing findings and reporting statistics.
Prior experience gathering data from multiple sources, generating reports and…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCVdtaacyI-vJ5JkH4QyJUGTCFM6nwW7qYdguXco_sTBmKhwlkB3cjMSbw_wLzKShaaGu7E3nIKTHAzH-gC6H03X681jOyJiIUnqpLxtDHnJ1EDYlK2oUK0LTO2B2T9zRjLPE1RpM4MJ2Y96AkLhOT2K8VjZN3mVUFMl2bb8K-6YDRfLt_kix4r-QbJMZ9cUHymTCMa6hLaVoJJRtxy-O2tFsj63MRdUqI70rSW06YoMAOPZE4reU3s1h0sZUg4n0Af_gHr-VPg7qQiBa-kw76bfYj6mQ_j0Mn88iSSyK0ePCA4SrUzrMdoehODK3CXcQgugmjgYvPLsepanyF-9KnS9NB-legoo3ThpEJ220M7o_B-ZKiz5mpz3Sk5pPKf1tB7WzIzA0LbDqwGb7SeG2400Lz1atXoHqwVOttStHLw-1sM4OX4uBYaR07gryM7JNPnYvfdyuGn2IUhRp92nMTd1f0tzMcBwQrkXFeCJ0z2gqacDUmtgAvU2H7qIB7lCQ=&p=4&fvj=0&vjs=3
Stagiaire Analyste de données / Data Analyst Intern,Eidos Montréal,"Montréal, QC",,30+ days ago,"Good skills in statistics and data mining level;
Capacity to generate advanced knowledge from multidimensional game data;",https://ca.indeed.com/rc/clk?jk=ed779a7dd5ae6d64&fccid=58085decd34c3cfe&vjs=3
Compensation Analyst,Aldo Groupe,"Montréal, QC",,2 days ago,Participate in compensation surveys and gather data and benchmark information for compensation programs analysis.,https://ca.indeed.com/rc/clk?jk=317c2f9060189e66&fccid=0fc2bf5898bde347&vjs=3
Analyste de données senior - Senior Data analyst,Gameloft,"Montréal, QC",,15 days ago,"Delivering ongoing reports and performance monitoring from multiple data sources.
Additionally, the candidate will collaborate with an international team of…",https://ca.indeed.com/rc/clk?jk=4a0de2455829e099&fccid=7e0d9a513baca44d&vjs=3
"Senior Analyst, Data Insights - Property Claims",Aviva,"Markham, ON",,30+ days ago,"Work with Claims Finance team to ensure availability of timely data and improve data integrity.
Extract data using analytical tools in an efficient manner.",https://ca.indeed.com/rc/clk?jk=4d2a5694c8fd4690&fccid=354f4c12e3c6bd5a&vjs=3
Data Governance Analyst - Level 2,SSENSE,"Montréal, QC",,15 days ago,2+ years of experience cataloguing data and metadata with a data governance tool (e.g. Collibra) to track data quality is highly preferred.,https://ca.indeed.com/rc/clk?jk=80f003fcdf98d1ea&fccid=0ddad3766f834b33&vjs=3
Data Analyst,Fusion Analytics,Canada,,30+ days ago,"Competitive top-tier data science level salary, health & dental benefits, share options at the management level.
Team builders (e.g. BBQs, board game nights).",https://ca.indeed.com/rc/clk?jk=e8549210c3b1cef7&fccid=dd73beeae0833b8d&vjs=3
DATA ANALYST,Lu'ma Native Housing Society,"Vancouver, BC","$73,068 a year",2 days ago,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement data collection systems, data analytics and other…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDWtwXIChqk3T6l3zs0u7GGQ8aoajbhAgkFR7l_0anlOHhOgdqjhJ3zqYHMR-wimPYwKhTKkbNdIMJHa2Jj8ZMzaITAfF-Oj91iwunyQoiwcGk2SP0DHZJdOPMFiBSeSOrSX1Ovw7F8Zm-nXFlHKX1eyqZJevC_Q_ZoEHhKQwMuTt-YiJt9IXHRu8kXIH5jORwEeQMT0zrHM5BCiCpu1fEIKxDpJfjZhquXY-jCah1bKcsTQSe-vKJBiCltceLZ5d05dxPaZ6Zkp0qzAZ-wW1eUff5M_0xJ2fsvR8Hw6DQ3JT_wSlCpc8KsbBZgsbk9y7PtkQywddBKWj5wohrQM8qf8cFIWQLbj_j1Wb-e2gjR8PtkP7eCRJZVOX6m_s2yWAULChw1qK0BYfy8y03P3mbbTHRqpSv7zbg5TY18GaVh8Hx0LRrqkQ7RrhXjvRy2Xhv29xdi6gutA==&p=11&fvj=1&vjs=3
"Land and Permit Interface Analyst, TMEP (term role)",Trans Mountain Corporation Inc.,"Burnaby, BC",,16 days ago,"Support the project management and land/permits leadership in understanding of data and data analysis.
Analyze requirements for land, permits and project…",https://ca.indeed.com/rc/clk?jk=129848edfa4e38f9&fccid=e4fbec588ac659b1&vjs=3
"Business Analyst, Risk Mining","Amazon.com.ca, Inc.","Vancouver, BC",,3 days ago,"O Understand the requirements of stakeholders and map them with the data sources/data warehouse.
The role will require the ability to extract data from various…",https://ca.indeed.com/rc/clk?jk=f571318a85d13ada&fccid=fe2d21eef233e94a&vjs=3
Senior Network Analyst (Data Centre / Critical Facilities),Scotiabank,"Etobicoke, ON",,30+ days ago,You possess experience in using MS Powerpoint for presentations & can also use MS Excel for documenting data & report generation.,https://ca.indeed.com/rc/clk?jk=4785e44a3968595a&fccid=3002307a9e5b4706&vjs=3
"Business Analyst, Sales",Upfield,"Toronto, ON",,4 days ago,"Advanced Excel and data skills.
The Sales Business Analyst is responsible for achieving planned profit and sales goals growth via business management, analysis,…",https://ca.indeed.com/rc/clk?jk=f5770ddb8a56af28&fccid=596414ef04236296&vjs=3
Summer Consultation Research Assistant & Data Analyst,Métis Nation of Alberta,"Edmonton, AB",,4 days ago,"Assisting with research for industry projects.
1-2 years experience in research.
Conducting research on various types of regulatory applications and documents…",https://ca.indeed.com/company/M%C3%A9tis-Nation-of-Alberta/jobs/Summer-Consultation-Research-Assistant-Data-Analyst-6f19ecbc2b8bd9d6?fccid=a2fd2edb1f1614d2&vjs=3
"Data Analyst, Customer Success",Thinkific,"Vancouver, BC",,11 days ago,"Contribute to data infrastructure improvement.
Use data to identify areas of opportunity around customer education.
Have a strong working knowledge of SQL.",https://ca.indeed.com/rc/clk?jk=1de6405afc40d77a&fccid=d699314cf8d706e3&vjs=3
Statistical Analyst - McLean & Company,Info-Tech Research Group Inc. - Canada,"London, ON",,2 days ago,"Involves cleaning data, updating scripts used to generate report data to reflect survey customizations, creating custom report templates, formatting the final…",https://ca.indeed.com/rc/clk?jk=3464c9bdeac6ccf6&fccid=08a9bc010dc24e80&vjs=3
Business Intelligence Analyst,Hyperwallet,"Vancouver, BC",,3 days ago,"Analyzes source system data to understand the data structure, definitions and anomalies.
Performs data analysis and report development activities, such as the…",https://ca.indeed.com/rc/clk?jk=55c355a09129d727&fccid=978d9fd9799d55a8&vjs=3
Business Intelligence Analyst,PHSA,"Burnaby, BC",,18 days ago,"Leads the analysis, design, and documentation of multi-dimensional data cubes, ETLs, BI reports, and interfaces to support the surveillance, health monitoring,…",https://ca.indeed.com/rc/clk?jk=7eb758b08d7e8a8c&fccid=f66f721a44de3765&vjs=3
Programmer Analyst (Java - Big Data),Ubisoft,"Montréal, QC",,9 days ago,"Contribute to coming up with solutions to continuously improve data quality.
Research, prototype, and experiment with new tech to explore data processing…",https://ca.indeed.com/rc/clk?jk=69dd80f89ecd71af&fccid=237908de095b6446&vjs=3
IT Business Analyst at RefundPros (Part/Full-time),SMC - Software Modelers Inc,"Kelowna, BC",,1 day ago,"Experience working with financial accounting data.
Manipulation and analysis of data using spreadsheets (Google Sheets, Excel).
Temporarily due to COVID-19.",https://ca.indeed.com/company/SMC---Software-Modelers-Inc/jobs/IT-Business-Analyst-At-Refundpro-8d2ce488d95468a9?fccid=a7c1cd0b9469ef75&vjs=3
Senior Data Analyst Investment,National Bank of Canada,"Montréal, QC",,12 days ago,"Experience manipulating data and in optimizing and producing reports.
Execute and coordinate data mining, transformation and visualization activities to better…",https://ca.indeed.com/rc/clk?jk=4147e15fed83649b&fccid=bb42ba28e525eb20&vjs=3
Clinical Data Analyst,WCB Alberta,"Edmonton, AB","$58,164 - $79,697 a year",5 days ago,"Collect, analyze, prepare and present health and administrative data.
You are currently an ICD-10 coder and/or have experience with ICD-9 coding.",https://ca.indeed.com/rc/clk?jk=50c02300f1dd6edb&fccid=f91bbc73022fd173&vjs=3
Energy Analyst (Contract),Hollyburn Properties Ltd.,"Vancouver, BC",,1 day ago,"Experience in data analysis, including cleaning data, summary statistics, model generation, etc.
1–3-year(s) experience in energy management and data analysis.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPU-lRADqH50T2lwJrLYuM1U9-uf05hKhS_b5d8DS1H9k8IIgtd0DFH65sHi_M8PS6k5iTPyA-r2t2plhIrOzlYE3UVtU9I_v5A9Gqqi3p00doJvA6ZHYthKJFUjIIoOGi4Mm4gVoy_WctGAW6IzXCoz7TFUuUajdRuY5bsylNhLBVhx5CUfE9SAxQPSXDvbzIpzBzd2wnNpPVGo0vLqxxdaS5886ggre7aaNjL-tDZpPIe79wG6-2kWkX7DwNDUEiIUanEgz7VYUI0sJyMr_BlpcF9yQblV1t35hjFahp6fsodII7W_4eE45oPFDvKayEwtrAqmv2TRyMAuHPNXhJePQEyBpfwZKy2YT9b8KqX0yew3ovEM1C-mmbLDvhK0HI_8ryg7YRQmqQkj8630db2us70EBFBuklxcWMqTwb2jfAMnY21xFoAlXVcbTmSu33fV9Rgff5xUFrOZWeho67&p=10&fvj=0&vjs=3
Associé à la gestion des talents émergents - Analyste de données / Brother Emerging Talent Associate - Data Analyst,Brother Canada,"Dollard-Des Ormeaux, QC",,18 days ago,"Proven academic and/or professional experience with data analysis.
How to read and interpret sales and financial data.
Certification Six Sigma, un atout;",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AK4YRGjVnX3oJm7tYxKJI10ipESEpmcg4lpq875TsZHzhXQkMkGxxt3pcnHyqPg3Phop83uMRsEBJ7m4MTgRnJbwcRd6Lrh6BY5Okt5uOEZaPJPNfKA-u9v1q1Dwjl2EwxCJt7HB-jd09UVghHYWGFcoJdnwX3z8FrTh1BwWPjYRk7tlrs1LCgpdo3jO8RCkFM8lkepASX4lA6KlnQs-xz9gzmJwF7uvoVBW4urFurLfaJC5JXG7tGNewjpwt7i1TamhPyo5PL22R7wJepwdcYeUfFbxE81Dy8bTQnJFebd9zRZU_2lfG77NMfW6Ct-sFFvXX_HKfofr-NVBqsjiIttrUrANp_CMnyHczoX0TxUnNgSYQsiHzt7a9W0qjLQqST8BVrqZIcowzxZ1QkaRoSHlbr3DUGE372Ak4XQW3E0nJxvLGQwttQYOPtFTFFtzrWlx9SSsk7mp0flcM3t3ovF2Nmr55jEyfCzLEAJaI6MRxP0IpwoWyIX43cmkvROVQDrR-YAvmITiPzK6x4KfcHC4j_2CW3MlfpwW0Csh6oOv8S91lbgrTkd2UAuKWAn4KWt1ELGKOk2r9xTI7odqEXCTVD5D432Js-cZITHYDX3PIavlc3vf8RSS791Od1pPgQy696EleUFtEh6yFJl7xX&p=11&fvj=0&vjs=3
Data Analyst/Engineer,Fraserway RV,"Abbotsford, BC",,3 days ago,"Validating data and confirming correctness of data.
Knowledge of best practices in data warehousing.
Prior exposure to advanced data analysis and visualization…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DfEvaQp6mYNEJSBzssAA9APZkYaErhXtbagPwG5_KTbkRhcUhSArA2wrexZhaldrQ-rdI8SjBwyhfzGgR7tBPqEOi9_BfpW0_6TBqMtkSBM9FkZgckhsFZTwouQWA9iZbdltkS1XyUikcWlMlA8VfjuUZ42O40EjNM7_5k3fNMudb7v7DkY_1M1raDnX8-gHjS7PQqGjDbSsbLCpuXanBsJSPhYhdJjxUBhPvNKs80fHWcDv4s_0QHrD3W5xh20XbSTbKrsAKUXeq7w7WwgnKLe-K4B7KmSo3T49Rks1PR1avmj5u1oAmlvqxIgtBBwJgHipEtzp7rRSYjLw4SBkRojpjd-2htUmlzlXzt8fp9YYLPasBWmrjMNwWYEIX7mZEgweMeeM7iSuuVGN-oXQT5cXvIfUAVguXvq7KDGhgBE892JHFGF24e6WJndVihYZOitbNMZYh8aD0VVVMIupxtx_D50BQ4Kfe1MfALwemxvCufXe7WEMCKorQl7MLMYPBDsHnV7lpcWYiELZs49KHM4GMNcfDp7PUiZIPmUItNo1vyMIlwSjG1mC0rDfAB_XXTniVbZeQoSImdZv71EwiOVAlYCsY00K22upCOdmtIg1Lt3Xf0_PwcXQJIxQWD9uS7A88TXkhSMim8oy8p8koChbAu1W40ZR5HIF_ah3dFMQ==&p=12&fvj=0&vjs=3
Data Analyst/Administrative Assistant,Dealer Media,"Burnaby, BC","$50,000 - $65,000 a year",25 days ago,"We're looking for an Admin Assistant who will play a vital role in ensuring the quality of our product.
Using our computer live chat system to qualify customers…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DyDBE482WK2b9hp8OGKPEqgOK-drsBA2ruMmpvgJbD-wfNdXmsOrPtOCPrYF4azlTLC_kSSmikg55-qJJJ7SaWq6FC3ovW48oPfPTVy7joikH14mo5lFVVozU9MbOeiP4Sh0WHM9jAQmek4eDmiKV_Tiq-S-0veW9b9iQkRSJH8W8qZM1W9cTpECa-3jMCN5kvN7iO_6PUqnLfIkqnCSmDaOIP2_wbeeGUDpIzuK1CkJms9hQJDD3Mt5YweDLf8e8ytJDFkWCs7m_jKXuUbpY3fLvl1Xs0Da1cukgTNKn3VFvte7I8HcKcAULlheBWwVu4D7fvFLUZTYdhKxd-l81iwzfKi3qF3KMUijDWx0dy8F6ticqXpTbObo9-vCT-D9ogaVA-xwS2iPDFK9Bc3RJLMOInq9P4KoWtCXR_fNQ_MU9DIXWliGVjRScurNaonX0j74aBAtPvw6ypmvzffOW0&p=13&fvj=1&vjs=3
Data Analyst,AgencyAnalytics,"Toronto, ON","$70,000 a year",4 days ago,"Create dashboards in hubspot to efficiently analyze data.
Use hull.io to fetch, unify and push data.
Create a system to monitor and keep data organized.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dy4cRH7NGKaodszc0BB4-2CpB0DAO6zow3dxNoJ6eJgQHJJSsNW7_wmvQrzo2dvGxpPaxXMphADEYlLX3yKaxFA7GiQrIOBsgHzECQg0AeJOh2qiJyeDhesafdwo9fCRJ-kmMNuYCGDIG322BYAa0aaJeLI0_SPOrd5Rncd8egEf8kUdcN-6Bq-3NLLMKuv6cKBGtrqQ-QTTs7FBZ1TM9fHuNclxX_hltQCJx3jCFq2l1srh9ybzUeU2AYYvZN_1wjn9GIj5N-jlJAJsSs1Y1JBz6iDUxuaZ2CeNHck5HHQ6UJjWaGmTTwFV-E-KhJwS6Cl9RvBYVWEEBRi3BIERx9L0aiFA4-ne_wvgJYpM4oheOGPb5uR-XHC5iSGRtAWewfm6VYs4k9fIG_7DCTpSzcmlkfrS9BoeZ7LaKsSey6DOyw8gdiE0IV&p=14&fvj=1&vjs=3
Data Analyst/Analyste de données,McGill University Health Centre Foundation,"Montréal, QC","$40,000 - $60,000 a year",2 days ago,Develop rigorous data collection and information quality control processes and effective use of strategic information for all marketing and communication data.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1LrPbA2r-4_qI8tAQRzsGwvv0jk0sPQVCM--XtwjppxpyMR7dtciwH7RuA2B8MEH6UwS3GPd9GPX-ZhOy3qT5LhCVGsxx0NXoDzidwSNNoEbb0ioUkEXcfNlOtW0WV-hJROanP8lQYj8Y3-u14vttt5EAUcdjTg6OqKFOnasKqUZp-T7Ghlhs-6kd2hEaOL0bmw3Hccmid4ExTvkAqGqmFrWAh83IBsL2no_YlB0andOHNhFG11r6cRbGhq0cpDCwQoxud_aZSRr3Ke9TO_RWRp4tOL3xbN-4qvL9iJYcgCYU6QKQ5ttMXWDCJ26Z8hmgA9tPXS-rdCr77p8dYD0IVMB-BDK0Nakswew5EhZHtl0un-BfR0nji1Oh0WpyCEX3Yej7geczVTqCPXaupoqo4dbvkqrbqjY7XllAEMmC7x3SG1VCpGcUO5W-P7MvCUng0JSsk6U_-w==&p=15&fvj=1&vjs=3
"Analyst, HR Data Management",Nutrien Ltd.,"Saskatoon, SK",,3 days ago,"Experience using business analytics to problem solve data-driven questions.
Be the central point of contact related to regular HR master data questions.",https://ca.indeed.com/rc/clk?jk=06f11838a58aebfc&fccid=2f7563a9ec0a07ec&vjs=3
Analyste de données de l’expérience client /Customer Experience (CX) Data Analyst,CAE Inc.,"Saint-Laurent, QC",,17 days ago,"Experience in data warehouse design and implementation with an emphasis on data preparation.
Experience in data warehouse design and implementation with an…",https://ca.indeed.com/rc/clk?jk=c8f00fa505bbe2d6&fccid=b839f9af280b111f&vjs=3
"Senior Analyst, Investment Data Management",Addenda Capital,"Montréal, QC",,16 days ago,"You address data issues and respond to data or reporting enquiries.
You develop, implement and monitor data quality standards and data flow controls;",https://ca.indeed.com/rc/clk?jk=ea26315a13bae329&fccid=e0bbddd21984445e&vjs=3
Senior Forest Analyst,Forsite Consultants Ltd,"Salmon Arm, BC",,6 days ago,"You must have excellent data manipulation skills using databases, geodatabases, and scripting languages (SQL, Python, etc).",https://ca.indeed.com/rc/clk?jk=10c627efc1dab87b&fccid=a7c6128688490c0d&vjs=3
Business Analyst I - TELUS Health,TELUS,"Toronto, ON",,2 days ago,"Experience analysing and reporting on performance and utilisation data.
The successful candidate must be a strong creative and analytical thinker with strong…",https://ca.indeed.com/rc/clk?jk=a2667ee086a55e5d&fccid=4512634d9e7338a8&vjs=3
DATA ANALYST,Lu'ma Native Housing Society,"Vancouver, BC","$73,068 a year",2 days ago,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement data collection systems, data analytics and other…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CDWtwXIChqk3T6l3zs0u7GGQ8aoajbhAgkFR7l_0anlOHhOgdqjhJ3zqYHMR-wimPYwKhTKkbNdIMJHa2Jj8ZMzaITAfF-Oj91iwunyQoiwcGk2SP0DHZJdOPMFiBSeSOrSX1Ovw7F8Zm-nXFlHKX1eyqZJevC_Q_ZoEHhKQwMuTt-YiJt9IXHw5l3-VmrXSBHtubCcdw6IurfWl1XI1ENcXJAl78n6vPqL83S2h-iqLSFH95dXjpuiPBkWrMNFFZ0HOSfu-bY1EfIUtMxAkj8jzFJZVGuTXGhRtj4taFscU3W8ENpIcJVxd4BRC0O4JaLcEbgvUOkQNvj10e_BoPH9RpVSdMuaHrfpnVB1NG6qfl3YCJnsxvpzsW4sosfvO4_bvzKs8LaSrJ2JuE_W-z3wegYuMHDQkdt6a8oPGoewgwpKf3_XG8mN5kH8i9zChs61D48PljNBw==&p=5&fvj=1&vjs=3
Operations Rotational Analyst,Brex,"Vancouver, BC",,30+ days ago,"Throughout this 18 month program, analysts will rotate through our Operations teams, learning about risk management, operations processes and procedures, and…",https://ca.indeed.com/rc/clk?jk=32eb82430dcef032&fccid=8f058a4520929e26&vjs=3
Statistical Analyst - McLean & Company,Info-Tech Research Group Inc. - Canada,"London, ON",,2 days ago,"Involves cleaning data, updating scripts used to generate report data to reflect survey customizations, creating custom report templates, formatting the final…",https://ca.indeed.com/rc/clk?jk=3464c9bdeac6ccf6&fccid=08a9bc010dc24e80&vjs=3
Salesforce Business Analyst,Canada Drives,"Vancouver, BC",,2 days ago,Defining data standards and principles in Salesforce and supporting the functional mapping for data integration and datasets.,https://ca.indeed.com/rc/clk?jk=39a79abf67dba66f&fccid=1074c377135e4e8f&vjs=3
Senior Data Governance Analyst,EDC,"Ottawa, ON","$87,300 - $131,000 a year",2 days ago,"Minimum 7 years of experience with data and analytics concepts such as data requirements, data quality, data stewardship, data integration, metadata, analytics,…",https://ca.indeed.com/rc/clk?jk=7e3edb1e1aea95d6&fccid=a8b2e935aa392e07&vjs=3
Business Analyst,Fraser Health,"Surrey, BC",,18 days ago,"Conduct and prepare business cases and analysis on key strategic business initiatives by compiling information, compiling and analyzing the data and reporting…",https://ca.indeed.com/rc/clk?jk=db53a19e2e1dce9d&fccid=7b6e906d0289e400&vjs=3
Business/Data Analyst,Noise,"Vancouver, BC",,19 days ago,"Configure data sources to share data with web analytics and business intelligence tools.
Lead data-driven marketing campaign reporting and dashboarding for all…",https://ca.indeed.com/rc/clk?jk=8d59427b8293e645&fccid=350161138adcccdd&vjs=3
BI Analyst,TELUS,Canada,,2 days ago,"You'll play a pivotal part in informing and delivering upon our data strategy, by providing sales and marketing performance data, creating custom dashboards and…",https://ca.indeed.com/rc/clk?jk=0c0f001cee7164a8&fccid=4512634d9e7338a8&vjs=3
Clinical Data Analyst,WCB Alberta,"Edmonton, AB","$58,164 - $79,697 a year",5 days ago,"Collect, analyze, prepare and present health and administrative data.
You are currently an ICD-10 coder and/or have experience with ICD-9 coding.",https://ca.indeed.com/rc/clk?jk=50c02300f1dd6edb&fccid=f91bbc73022fd173&vjs=3
EMR Applications Analyst II,NL and Labrador Center for Health Info.,Newfoundland and Labrador,$38.01 - $44.79 an hour,9 days ago,"Provide data quality assurance services and recommendations to improve data quality.
Understanding and experience designing data models to facilitate complex…",https://ca.indeed.com/rc/clk?jk=0236228eba0612ad&fccid=c28b09b9a427f5e1&vjs=3
Senior Customer Experience Forecasting & Scheduling Analyst,SSENSE,"Montréal, QC",,5 days ago,"The senior forecasting and scheduling analyst is responsible for forecasting, planning, scheduling and reporting.
Advanced Google Sheets/Excel skills.",https://ca.indeed.com/rc/clk?jk=2b0634296d9bb282&fccid=0ddad3766f834b33&vjs=3
Senior Database Analyst,Unisys,"Ottawa, ON",,11 days ago,"Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors.
A valid SECRET security clearance;",https://ca.indeed.com/rc/clk?jk=4cac9a2b47c530f5&fccid=462555dec0279094&vjs=3
Analyste - Calculs et entrée de données / Analyst-Calculation and data entry,KABS,"Saint-Hubert, QC",,30+ days ago,"KABS offre depuis 1997 un large éventail de services comprenant les analyses pharmacopées, le développement de nouvelles méthodes d'analyse, le développement de…",https://ca.indeed.com/rc/clk?jk=a564781964507121&fccid=b1949ebe6d7dd93c&vjs=3
